spa|pbb
De ahora en adelante estarán divididos cinco en una familia, tres contra dos, y dos contra tres.|Ãçxhũyã'ja' teeçx yattewe'sx tahç nasaçxawa tekhsa' e'zsatx ahçena puutx txã'wẽçxaçxáa puiina fxi'zetxna.
Se enfrentarán el padre contra su hijo y el hijo contra su padre, la madre contra su hija y la hija contra su madre, la suegra contra su nuera y la nuera contra su suegra».|Neya' nçxi'ka's açeyajkxna fxi'zena. Aça' nçxi'ka' neya's txã'wẽy yũuna fxi'zena. Njĩ'ja' niisa's ahçena fxi'zena, aça' niisa' njĩ'ja's txã'wẽy yũuna fxi'zena. Swegra' nkuẽmyu's açena, naapkaçxha' nkuẽmyu', swegra's açena.
Luego añadió Jesús, dirigiéndose a la multitud: ―Cuando veis que se levanta una nube en el occidente, en seguida decís: “Va a llover”, y así sucede.|Txajũ' Jesusa' na'wẽk we'we: —I'kwe'sxa' sek khẽenijũ tãaph kiitena yuhte', nus pa'jya'wa' jĩ'i'kwe, aça' kxtey yu'k.
Y, cuando sopla el viento del sur, decís: “Va a hacer calor”, y así sucede.|Sa' wejxaaçte', sek ya'wa' jĩ'i'kwe, aça' kxtey yu'k.
¡ Hipócritas ! Sabéis interpretar la apariencia de la tierra y del cielo. ¿Cómo es que no sabéis interpretar el tiempo actual?|¿Ma'wẽ yuuçxa nus pa'jna ki' sek ya'watewa jiisatha'w jĩna ũuste yu' iiwejçx i'kwe yajkxna fxi'ze'? Sa' jiisaçxa' ¿ma'wẽtekwe naa ensu' kĩh yũuçtewa txã's yu' jiyu'çmée?
»¿Por qué no juzgáis por vosotros mismos lo que es justo?|I'kwe'sxa' ¿mjĩitekwe ewteçxah puutx we'wena yuwe's pheu'ju'çmée?
Si tienes que ir con un adversario al magistrado, procura reconciliarte con él en el camino, no sea que te lleve por la fuerza ante el juez, y el juez te entregue al alguacil, y el alguacil te meta en la cárcel.|Maawa idxa's pãatxhĩ'khte', txãa yakh khuẽs tasxte utxaaya' u'jweççxa', dxi'the ewteçxah puutx we'wena yuwe's mpheu'jwe, kxah khuẽs tasxte kuutxa'jmeena. Txã'wẽme', khuẽsa' idxa's policia's dukhena, aça' policia yu', karcelte kxuuphana.
Te digo que no saldrás de allí hasta que pagues el último céntimo».|Na'jĩ'th na': Txajũyã'ja' vxyu nmeh ji'phuni's dukhmeeçxa yu', karceluh kasehmeene'ga jĩk.
En aquella ocasión, algunos que habían llegado contaron a Jesús cómo Pilato había dado muerte a unos galileos cuando ellos ofrecían sus sacrificios.|Txãa ensuy nasa maaíi yu' Jesusa's na'wẽtx pta'sxna utxáa: —Galileajuwe'sxa' Dxusna weçxana neewe'weya' altalte kabwa'j tajkx ikheçpkaçxha', Pilato' txãawe'sxtxi' ikhkaakh, aça' txãawe'sx eea' takx ee yakh jxuka ka'duk jĩte',
Jesús les respondió: «¿Pensáis que esos galileos, por haber sufrido así, eran más pecadores que todos los demás?|Jesusa' na'jĩk: —Galileaju nasatx txã'wẽ yũute', txãa uusaawe'sxa' Galileasu nasate jxthaakwe pkalsane'ta yu', txãa pa'gatx txã'wẽ uu ena's ji'phu ¿sũjũkwé'?
¡Os digo que no! De la misma manera, todos vosotros pereceréis, a menos que os arrepientan .|Na'jĩ'th na': Txãawe'sxçxáa thaakwe pkalsa yu'çmeeta'. Aça' i'kwe'sxwa pkaltxi nvxihtçxa Dxus tasxte sxawedmeeçxa', txãawe'sx na'wẽyçxáa uuwa'jsai'kwe.
¿O pensáis que aquellos dieciocho que fueron aplastados por la torre de Siloé eran más culpables que todos los demás habitantes de Jerusalén?|Txã'wẽy diecioçxo nasa Siloete toçxe kajkwekhẽ wetete' uutx txãa uusaawe'sxa' Jerusalen çxhabte u'psawe'sxte jxthaakwe yuuwesane'ta yu', txãa pa'gatx txã'wẽ uu ena's ji'phu ¿sũjũkwé'?
¡Os digo que no! De la misma manera, todos vosotros pereceréis, a menos que os arrepintáis».|Na'jĩ'th na': txãawe'sxçxáa thaakwe yuuwesa yu'çmeeta'. Aça' i'kwe'sxwa pkaltxi nvxihtçxa Dxus tasxte sxawedmeeçxa', txãawe'sx na'wẽyçxáa uuwa'jsai'kwe.
Entonces les contó esta parábola: «Un hombre tenía una higuera plantada en su viñedo, pero, cuando fue a buscar fruto en ella, no encontró nada.|Jesusa' naa ejemplo'sku pta'sx: —Teeçx piçthẽ'ja' higwera fxtũu tasxku txajx kiwete uhni ji'phu'. Sa' thegya' u'kh, yũnwáana sũhçxa. Nawa uyme'.
Así que le dijo al viñador: “Mira, ya hace tres años que vengo a buscar fruto en esta higuera, y no he encontrado nada. ¡Córtala! ¿Para qué ha de ocupar terreno?”|Txajũ' na'jĩk kxtee uuthasx thegsa's: Naa fxtũu tasx yũnuuçwáana sũhçxa adx thegya' pa'jna ũsni tekh anxuyã'ja', nawa teeçx yũn yuhwa uynimeeth. Aça' mespẽ'th, ¿mjĩya'çxáa kxul ũsya'wana? jĩte',
“Señor —le contestó el viñador—, déjala todavía por un año más, para que yo pueda cavar a su alrededor y echarle abono.|uuthasx thegsa pasçxa': Menvxiht naa anxuçxáawa, aça' kiwe's luupe'jçxa sxaakwe'je'nja.
Así tal vez en adelante dé fruto; si no, córtala”».|Aça' yũnne'jwáana. Txã'wẽ yũute yũnmeete, kaaspẽ'the'jene'ga jĩk.
Un sábado Jesús estaba enseñando en una de las sinagogas,|Teeçx sapatu jxkaase ente', Jesusa' judiuwe'sx pkhaakhenitek kaapiya'jna ũsu'.
y estaba allí una mujer que por causa de un demonio llevaba dieciocho años enferma. Andaba encorvada y de ningún modo podía enderezarse.|Aça' kxte' teeçx u'y diecioçxo anxuyã'j ãçã'na u'jusak ũsu', eçx luuku vxit-sa pkxuute ku'le u'juya' ãjasamée.
Cuando Jesús la vio, la llamó y le dijo: ―Mujer, quedas libre de tu enfermedad.|Aça' Jesus uyçxa', pa'yak: —I'kwe' naa weeju katxhiyã'ji'kwe jĩçxa',
Al mismo tiempo, puso las manos sobre ella, y al instante la mujer se enderezó y empezó a alabar a Dios.|Jesusa' ãçã'sa kakwete jxa'dxku. Naapkaçxha' txãa u'ya' dudtey ku'le'ya' ãjãçxa', seena' wala Dxusa's weçxana we'wek.
Indignado porque Jesús había sanado en sábado, el jefe de la sinagoga intervino, dirigiéndose a la gente: ―Hay seis días en que se puede trabajar, así que venid esos días para ser sanados, y no el sábado.|Jesusa' txã'wẽ sapatu jxkaase entewa ãçã'a's nuykatxhite', judiuwe'sx pkhaakhenite npiiçthẽ'jsa' ũusaçxaçxa nasatx na'jĩk: —Ki'su' seis en ji'pha' mjĩiwa'j. Aça' katxhi wẽeçxa' vxite ensu myuhwe. Nawa sapatu jxkaase ente yu', katxhiya'çxáa yu' pa'jnuwe jĩnak jxkaah.
―¡ Hipócritas ! —le contestó el Señor—. ¿Acaso no desata cada uno de vosotros su buey o su burro en sábado, y lo saca del establo para llevarlo a tomar agua?|Aça' Jesus pasçxa': —Ãateçxáa ew we'weçxa' ũuste yu' ewmeeçxáa yaakxsawe'sx mpaaswe: I'kwe'sx kla meeçxawa i'kwe'sx jiba tudni ũste', makwe jxkaase entewa jxũkhwedeçxa yu' yusya' ¿jxũna u'jmeema'kwe?
Sin embargo, a esta mujer, que es hija de Abraham, y a quien Satanás tenía atada durante dieciocho largos años, ¿no se le debía quitar esta cadena en sábado?|Naa u'ya' Abrahan ji'ja' nawa eçxthẽ'ja' diecioçxo anxuk kaãçã'jna ji'phu'. Aça' makwe jxkaase entewa eçxthẽ'j kuseju kusa'the ¿ewmeemanx? jĩte',
Cuando razonó así, quedaron humillados todos sus adversarios, pero la gente estaba encantada por tantas maravillas que hacía.|Jesusa's açeyaakxsawe'sxa' wẽsẽ'jçxa', thaametx. Nawa nasa jwee kuhsa yu' weçxa'tx, Jesus txakwe wala ew yũupa'ga.
―¿A qué se parece el reino de Dios? —continuó Jesús—. ¿Con qué voy a compararlo?|Txajũ' Jesusa' na'jĩk: —Dxus jxkaahwa'j ena' ¿ma'wẽkx sũjũ'kwe? Txã'sa' ¿kĩh yakh kaaja'da'jaki'th?
Se parece a un grano de mostaza que un hombre sembró en su huerto. Creció hasta convertirse en un árbol, y las aves anidaron en sus ramas.|Nawa na'wẽ': teeçx piçthẽ'j txajx kiwete mostasa fxiwa's uhte', ma'wẽ seena' walaakx. Aça' vxiçxakuẽ yuhwa txãa mostasa ku'tasu yaatutxki txã'wẽsa'.
Volvió a decir: ―¿Con qué voy a comparar el reino de Dios?|Ki'kin vxite ejemplo na'wẽsa yakhku kaaja'da'jna pta'sx Dxus jxkaahwa'j ena's:
Es como la levadura que una mujer tomó y mezcló con una gran cantidad de harina, hasta que fermentó toda la masa.|—Teeçx u'ya' tekh libra skuutxh ũ'wete le'çxkwe lewadura's ka'dte', ma'wẽ jxuka pẽethẽjekx txã'wẽy yuuna jĩk.
Continuando su viaje a Jerusalén, Jesús enseñaba en los pueblos y aldeas por donde pasaba.|Jesusa' Jerusalenna u'jweççxa', çxhabsu msuuwa iikaapiya'kh u'jwe'.
―Señor, ¿son pocos los que van a salvarse? —le preguntó uno.|Aça' teeçxsa' na'wẽk pejx: —Dxus tasxte ewte neeyũuwa'jsa' ¿kuhmeewáatxna? jĩte', Jesus pasçxa':
―Esforzaos por entrar por la puerta estrecha —contestó—, porque os digo que muchos tratarán de entrar y no podrán.|—I'kwe'sxa' wala yuh mpa'pçxuwe vxitx pteezte u'kaya'. Na'jĩ'th na': Maawa wala yuh u'ka wẽjẽtxna, nawa thẽytewa pa'pçxumeeçxa yu' u'kaya' ãjãmeetxna.
Tan pronto como el dueño de la casa se haya levantado a cerrar la puerta, desde afuera os pondréis a golpear la puerta, diciendo: “Señor, ábrenos”. Pero él os contestará: “No sé quiénes sois”.|Yat namu' vxitxa's aphyã'the', i'kwe'sxa' ekaju neeyũuçxa' vxitxte tu'kakana na'jĩne'kwe: Vxitxa's meen phaade, kwe'sx u'kaya'watha'w jĩne'kwe. Nawa txãa pasçxa': Adxa' jiimeeth i'kwe'sxa' majũwe'sxne'kwe nawa jĩte',
Entonces diréis: “Comimos y bebimos contigo, y tú enseñaste en nuestras plazas”.|i'kwe'sxa' na'jĩne'kwe: Kwe'sxa' idx yakh txutemée mteewa u'jusatha'w. Aça' idxa' kwe'sx çxhabsuwa kaapiya'jg jĩwá'kwe.
Pero él os contestará: “Os repito que no sé quiénes sois. ¡Apartaos de mí, todos vosotros hacedores de injusticia!”|Nawa txã' na'wẽ pasuna: Na'jĩyã'th na', i'kwe'sxtxi' jiimeeth majũwe'sxne'kwe nawa. Adx tasxu me'jwe, i'kwe'sxa' jxukay ewmée yũusaçxáa i'kwe jĩna.
»Allí habrá llanto y crujir de dientes cuando veáis en el reino de Dios a Abraham, Isaac, Jacob y a todos los profetas, mientras a vosotros os echan fuera.|Aça' i'kwe'sx yu' eka kutxi'jni neeyũuçpkaçxha', Abrahan, Isaak, Jakob vxite' Dxus yuwe pta'sxsa txãawe'sx yu' Dxus jxkaahna ũsnite ũste uyçxa', seena' wala ũ'nene'kwe ki'th yuhtxwa ksuusu'jna.
Habrá quienes lleguen del oriente y del occidente, del norte y del sur, para sentarse al banquete en el reino de Dios.|Ekaju neeyũusáa txã'wẽ nxuskahníi sek kãanijũwe'sx, sek khẽenijũwe'sx, majũ majũwe'sxwa jxuka pa'jya'wata', Dxus jxkaahna ũsnite u'kaya'.
En efecto, hay últimos que serán primeros, y primeros que serán últimos».|Aça' kxtee u'kawa'jsa ãçxh maaíi yu' e'stewe'sx ũsta' txãa yu' yaçte yuutxna, naapkaçxha' yaçtewe'sx yu' e'ste yuutxna jĩk.
En ese momento se acercaron a Jesús unos fariseos y le dijeron: ―Sal de aquí y vete a otro lugar, porque Herodes quiere matarte.|Txãa entey maz fxariseowe'sx pa'jçxa', Jesusa's na'jĩtx: —Me'j ayjxu. Txã'wẽme', Herodesa' idxa's ikhya'wa' jĩna pta'sxte',
Él les contestó: ―Id y decidle a ese zorro: “Mira, hoy y mañana seguiré expulsando demonios y sanando a la gente, y al tercer día terminaré lo que debo hacer”.|Jesus pasçxa': —U'jçxa na'jĩne'kwe txãa thẽ'ja's: Ãçxh yakh kuskus yakh nee mjĩiwa'j ji'phthu eçx luuku vxit-satx nasa ũusu kutxi'jna ãçã'satxwa nuykatxhina. Sa' tekh ente' mjĩina jxã'ja'nja jĩ'k jĩne'kwe.
Tengo que seguir adelante hoy, mañana y pasado mañana, porque no puede ser que muera un profeta fuera de Jerusalén.|Adxa' nee u'juwa'j en ji'phíiçxáath tekh en ãhpkaçx, txãa pa'gatey Dxus yuwe pta'sxsa' Jerusalen ekaju yu' uuwa'j ji'phme'.
»¡Jerusalén, Jerusalén, que matas a los profetas y apedreas a los que a ti se envían! ¡Cuántas veces quise reunir a tus hijos, como reúne la gallina a sus pollitos debajo de sus alas, pero no quisiste!|Jerusalentewe'sxa' Dxus yuwe pta'sxsatx ikhna Dxus kaahnisatxwa pãpana pkxuui'kwe. Nawa adxa' i'kwe'sxtxi' maazkuẽe uswa pa'yath nwe'weya', atalxwa ma'wẽga luuçxkuẽtx fxuu ku'ta dxiite yu'ãsxi' txã'wẽy yũuya', nawa nwẽesẽ'jmeei'kwe.
Pues bien, vuestra casa va a quedar abandonada. Y os advierto que ya no volveréis a verme hasta el día que digáis: “¡Bendito el que viene en el nombre del Señor!”»|Txãa pa'ga mpa'yajkxwe. I'kwe'sx çxhaba' jxuka pçuuna sa' ãçxhũyã'ja' adxa's peena yu' uymeene'kwe, Dxus kaahni jxtuhthe ki' kĩiwa'j en ãhpkaçx jĩ k.
Un día Jesús fue a comer a casa de un notable de los fariseos . Era sábado , así que estos estaban acechando a Jesús.|Teeçx sapatu jxkaase ente' Jesusa' fxariseo npiiçthẽ'j yattek ũ'ya' u'j. Aça' vxite fxariseowe'sx yu' peethegu'natx ũsu'.
Allí, delante de él, estaba un hombre enfermo de hidropesía.|Txãa yatte' teeçx piçthẽ'j çu'vxy weete ãçã'sak ũsu'.
Jesús preguntó a los expertos en la ley y a los fariseos: ―¿Está permitido o no sanar en sábado?|Aça' Jesusa' na'jĩnak pẽjx ley kaapiya'jsawe'sx vxite' fxariseowe'sxtxi: —Sapatu jxkaase entewa ãçã'sa's nuykatxhite ¿ewmanx? jĩte',
Pero ellos se quedaron callados. Entonces tomó al hombre, lo sanó y lo despidió.|txãawe'sxa' pasmée sxuuna'tx neeyũu. Aça' Jesusa' txãa ãçã'sa's pa'yaçxa nuykatxhiçxak kaah.
También les dijo: ―Si uno de vosotros tiene un hijo o un buey que se le cae en un pozo, ¿no lo saca en seguida aunque sea sábado?|Sa' fxariseowe'sxtxi' na'jĩk: —I'kwe'sx jiba meeçxawa i'kwe'sx kla kafxte khẽeçxa u'pte', ¿dudtey kutxi'jmeema'kwe jxkaase entewa?
Y no pudieron contestarle nada.|Txã'jĩte', weh yuhwa pasya' ãjãmeeta'.
Al notar cómo los invitados escogían los lugares de honor en la mesa, les contó esta parábola:|Fxiestate pi'kxnisa' kaçxni ewsaçxáatx txhitxhiçte uyçxa', Jesusa' na'wẽk yu'kxpeh:
―Cuando alguien te invite a una fiesta de bodas, no te sientes en el lugar de honor, no sea que haya algún invitado más distinguido que tú.|—Boda fxiestate i'kwe'sxtxi pi'kxte', kaçxní ewsu yu' kaçxnuwe. Txã'wẽme' vxite i'kwe'sxte jxthaakwe jxtuhthesa wáa pa'jana,
Si es así, el que los invitó a los dos vendrá y te dirá: “Cédele tu asiento a este hombre”. Entonces, avergonzado, tendrás que ocupar el último asiento.|aça' fxiesta namu' i'kwe'sxtxi kiisuna: Ayte' naajx kaçxwa'jçxá' jĩçxa. Aça' wala thaamena u'jwene'kwe kaçxní açxamée ewkhẽ kaçxya'.
Más bien, cuando te inviten, siéntate en el último lugar, para que, cuando venga el que te invitó, te diga: “Amigo, pasa más adelante a un lugar mejor”. Así recibirás honor en presencia de todos los demás invitados.|Fxiestate i'kwe'sxtxi pi'kxte', wejxwa nmeh puzakhẽ mkaaçxwe, kxah i'kwe'sxtxi pi'kxsa uyçxa': Namiku, ay yaçkhẽ wejx ewkhẽ myuh kaçxya' jĩte', wala weçxana yaçkhẽ kaçxya' u'jwene'kwe.
Todo el que a sí mismo se enaltece será humillado, y el que se humilla será enaltecido.|Maawa walasath sũhna iiwejçx iiwejçx yaakxsa' thaamewa'jçxáa ji'phuna. Nawa ãhmeekwesa na'wẽçxáa yajkxna fxi'zesa' jxtuhthe wálasa yuuna.
También dijo Jesús al que lo había invitado: ―Cuando des una comida o una cena, no invites a tus amigos, ni a tus hermanos, ni a tus parientes, ni a tus vecinos ricos; no sea que ellos, a su vez, te inviten y así seas recompensado.|Sa' fxiesta namu pi'kxsa'swa na'jĩk Jesusa': —Idxa' sã'jĩya' pi'kiççxa', iidx namikuwe'sxtxi yakhthẽ'jwe'sxtxi pukakhẽ npe'sxtxi meeçxawa utxasuwe'sx vxyu ji'phsatx pi'kxnu. Txã'wẽme' txãawe'sxwa kaasxwedu'ju'tha'w jĩna idxa's txã'wẽy sã'jĩya' pi'kitxna.
Más bien, cuando des un banquete, invita a los pobres, a los inválidos, a los cojos y a los ciegos.|Aça' sã'jĩya' fxiesta vxituççxa', wejxwa puuple ãhmeekwesa legsa uysamée txã'wẽsaçxáatx mpi'kx sã'jĩya'.
Entonces serás dichoso , pues aunque ellos no tienen con qué recompensarte, serás recompensado en la resurrección de los justos.|Aça' txãawe'sxa' ka'tu' txã'wẽy kaasxwedu'jya' ãjãmeetxna idxa's. Nawa weçxana mneeyũu, txãa pa'gatey Dxusa' idxa's deweena Dxus luuçx ki' ĩtxĩ yuu ente' jĩk.
Al oír esto, uno de los que estaban sentados a la mesa con Jesús le dijo: ―¡ Dichoso el que coma en el banquete del reino de Dios!|Txã'wẽ pta'sxni's wẽsẽ'jçxa', mesate u'psa teeçxsa' na'wẽk we'we Jesusa's: —Dxus jxkaahna ũsnite u'kaçxa ũ'sa yakha' wala yuh weçxa yuhna jĩte',
Jesús le contestó: ―Cierto hombre preparó un gran banquete e invitó a muchas personas.|Jesusa' na'wẽk kwentu'j: —Teeçx piçthẽ'j fxiesta wala vxituççxa', nasa seena' wala kuh pi'kxku sã'jĩya'.
A la hora del banquete mandó a su siervo a decir a los invitados: “Venid, porque ya todo está listo”.|Sa' ũ'wa'j ora ãjãçte', teeçx selpisa's pa'yaya' kaakh: Ũ'ya' myuhwe, jxuka pheu'jniyã'j ũsa' jĩna pa'yakahn.
Pero todos, sin excepción, comenzaron a disculparse. El primero le dijo: “Acabo de comprar un terreno y tengo que ir a verlo. Te ruego que me disculpes”.|Nawa jxukaysa wa'lçxa na'wẽçxáatx pas: Nyafxtewe'sx pasçxa': Kiweth wey, sa' thegya' u'jwe ji'phthu. Aça' tee peltunaĩ jĩk.
Otro adujo: “Acabo de comprar cinco yuntas de bueyes, y voy a probarlas. Te ruego que me disculpes”.|Aça' vxite we'weçxa': Diez novxilxoth wey, sa' thegya' u'jweçthu. Naa pa'ga tee peltunaĩ jĩk.
Otro alegó: “Acabo de casarme y por eso no puedo ir”.|Aça' tekhtewe'sxa' na'wẽk pas: Ãçxçxáatha'w ptamúu, sa' yujxa' tuduume'nja jĩk.
El siervo regresó e informó de esto a su señor. Entonces el dueño de la casa se enojó y mandó a su siervo: “Sal de prisa por las plazas y los callejones del pueblo, y trae acá a los pobres, a los inválidos, a los cojos y a los ciegos”.|Txajũ' selpisá' sxawedna u'jçxa txajx patrona's jxuka pta'sxku. Aça' patrona' wala ũusaçxaçxa txã's selpisa's na'jĩnak jxkaah: Dudtey plaasasu klxiikhunsu ki' u'jçxa puuple ãhmeekwesa legsa yafx puuple uysamée txã'wẽsatx pi'kxçxa ayte pe'jna yuweene'ga jĩk.
“Señor —le dijo luego el siervo—, ya hice lo que me mandaste, pero todavía sobra sitio”.|Aça' selpisá' u'jçxa ki' sxawedna pa'jçxa': Iidx jxkaahni's kxtey yuuth, aça' pa'jtx. Nawa kaçxwa'j yu' nee ũsiyçxáata' jĩte',
Entonces el señor le respondió: “Ve por los caminos y las veredas, y oblígalos a entrar para que se llene mi casa.|patrona' selpisá's na'jĩk: Ãçxha' çxhab ekaju jxu'juwe'sx vxite' dxi'j u'jsatxwa pi'kxçxa ayte ka'ga'jane'kwe makwe wa'luçtewa ãadxijimée, adx yatte utapkaçx.
Os digo que ninguno de aquellos invitados disfrutará de mi banquete”.|Nawa nyafxte pi'kxnisa wa'ltxi txãawe'sx yuutxi' kaapa'ja'jme'nja adx yatte puuçya' jĩk. Txã'jĩnak kwentu'j Jesusa'.
Grandes multitudes seguían a Jesús, y él se volvió y les dijo:|Txajũ' Jesus e'ste nasa wala u'jweç yu'tx, aça' txãawe'sxtxi yu'thegçxa na'jĩk:
«Si alguno viene a mí y no sacrifica el amor a su padre y a su madre, a su esposa y a sus hijos, a sus hermanos y a sus hermanas, y aun a su propia vida , no puede ser mi discípulo.|—Maawa adx yakh yuusá' txajx ney, njĩ'j, nyu, luuçx, nyakhwe'sx, npe'sxwe'sxtxi nvxihtçxa txã'wẽy iiwejçx yajkxna fxi'zeni's uu entepkaçx nvxihtmeeçxa yu', adx yakh fxi'zeya' ãjãmeena.
Y el que no carga su cruz y me sigue no puede ser mi discípulo.|Sa' makwe thẽyte uupçxãhtewa txãatxi' yajkxmée, adx yakh yuhmeeçxa yu' adx yakh fxi'zeya' ãjãmeena.
»Supongamos que alguno de vosotros quiere construir una torre. ¿Acaso no se sienta primero a calcular el costo, para ver si tiene suficiente dinero para terminarla?|I'kwe'sxa' yat wálasa txajxa'waçxa', jxuka jxã'jwa'j kĩjkĩhwa ãh ũstxmanx sũhna kaçxçxa ¿yajkxmeema'kwe?
Si echa los cimientos y no puede terminarla, todos los que la vean comenzarán a burlarse de él,|Txã'wẽ yũumeete', kiwete pxãhn pa'j mjĩiçxaçxáa nvxihtte', maawa uysa' npeevxysxikatxna:
y dirán: “Este hombre no pudo terminar lo que comenzó a construir”.|Jxã'jya' ãjãme' jĩna.
»O supongamos que un rey está a punto de ir a la guerra contra otro rey. ¿Acaso no se sienta primero a calcular si con diez mil hombres puede enfrentarse al que viene contra él con veinte mil?|Txã'wẽy maa npiiçthẽ'jwa vxite npiiçthẽ'j yakh puiiya'waçxa', kaçxçxa ũus yajkxmeema'k: Naa diez mil soldau yakhçxáa weinte mil soldautx ¿knayma'th? sũhna.
Si no puede, enviará una delegación mientras el otro está todavía lejos, para pedir condiciones de paz.|Sa' ewupçxãhmeete', vxite npiiçthẽ'j utxameyna, yuwe kajana kuçx puiimée ewteçxah neeyũuya'.
De la misma manera, cualquiera de vosotros que no renuncie a todos sus bienes no puede ser mi discípulo.|Aça' txã'wẽy i'kwe'sxwa dxiikhẽy jxuka ũus yajkxçxa i'kwe'sx ji'phuni's nvxihtmeeçxa yu', adx yakh fxi'zeya' ãjãmeene'kwe.
»La sal es buena, pero, si se vuelve insípida, ¿cómo recuperará el sabor?|Nega' selpi'k, nawa jxuka sxũukãhçxa' ¿ma'wẽ selpiikx?
No sirve ni para la tierra ni para el abono; hay que tirarla fuera. »El que tenga oídos para oír, que oiga».|Kiwete sxaakwe'jwa'jçxáa yuhwa selpi'çme', pubwa'jçxáak yu'. Jiyuwa'jsa ũsçxa', jiyune'kwe jĩk.
Muchos recaudadores de impuestos y pecadores se acercaban a Jesús para oírlo,|Gobierno jĩi vxyu pkhakhsawe'sx vxite' pkalsawe'sx jxukaysa Jesus pta'sxni's wẽsẽ'jya' utxaatx.
de modo que los fariseos y los maestros de la ley se pusieron a murmurar: «Este hombre recibe a los pecadores y come con ellos».|Txãa pa'gatx Dxus ley kaapiya'jsawe'sx vxite' fxariseowe'sxa' Jesusa's na'jĩna nuywe'we: —Naa piçthẽ'ja' wala fxiy yu'k, pkalsawe'sxtxi jxpa'gaçxa txãawe'sx yakhku ũ'we' jĩte',
Él entonces les contó esta parábola:|Jesusa' naa ejemplo'sku pta'sx:
«Supongamos que uno de vosotros tiene cien ovejas y pierde una de ellas. ¿No deja las noventa y nueve en el campo, y va en busca de la oveja perdida hasta encontrarla?|—I'kwe'sxa' cien piisxáa ji'phçxa', teeçxsa' vxyaameete', vxite nowenta y nwewesatx kxsũu nvxihtçxa ¿piisxáa vxitusa's pakweya' u'jmeema'kwe uypkaçx?
Y, cuando la encuentra, lleno de alegría la carga en los hombros|Sa' piisxa's uyçxa', yakhçxa wala weçxana
y vuelve a la casa. Al llegar, reúne a sus amigos y vecinos, y les dice: “Alegraos conmigo; porque encontré la oveja que se me había perdido”.|yatte pa'jçxa, namikuwe'sx vxite' kxsũu utxasuwe'sxtxi pa'yaçxa: Adx piisxáa vxitusa's uyyã'th, aça' adx yakh ja'da weçxa mpu'çxwe jĩna ¿pta'sxmeema'kwe?
Os digo que así es también en el cielo: habrá más alegría por un solo pecador que se arrepienta que por noventa y nueve justos que no necesitan arrepentirse.|Na'jĩ'th na': Cielutewa txã'wẽy nowenta y nwewe nasa ewsate jxthaakwe wala weçxa yuja' teeçx nasaçxáawa pkaltxi nvxihtçxa Dxus tasxte sxawedte'.
»O supongamos que una mujer tiene diez monedas de plata y pierde una. ¿No enciende una lámpara, barre la casa y busca con cuidado hasta encontrarla?|Txã'wẽy teeçx u'y diez vxyu musx ji'phçxa', teeçxsa wetete', ¿lampara's pki'taçxa yatte jxpa'yakx padna pakwemeema'k uypkaçx?
Y, cuando la encuentra, reúne a sus amigas y vecinas, y les dice: “Alegraos conmigo; porque encontré la moneda que se me había perdido”.|Sa' txãa vxyu's uyçxa' txajx namikuwe'sx vxite' kxsũu utxasuwe'sxtxi pa'yaçxa: Ũ'kwe vxyu wetesa's uythu, aça' ũ'kwe yakh ja'da weçxa mpu'çxwe jĩna ¿pta'sxmeema'k?
Os digo que así mismo se alegra Dios con sus ángeles por un pecador que se arrepiente.|Na'jĩ'th na': Dxus angeleswe'sxtxiwa txã'wẽy weçxa yuja' teeçx nasaçxáawa pkaltxi nvxihtçxa Dxus tasxte sxawedte'.
»Un hombre tenía dos hijos —continuó Jesús—.|Txajũ' Jesusa' vxite ejemplo na'wẽsak pta'sx: —Teeçx piçthẽ'j e'z nçxi'kku ji'phu'.
El menor de ellos le dijo a su padre: “Papá, dame lo que me toca de la herencia”. Así que el padre repartió sus bienes entre los dos.|Aça' nuuçxsa' neya's na'jĩk: Tata, iidx ji'phuni adx jĩi yuuwa'ja's txuhdeçxa mah jĩte', neya' txuhdeçxa dukhku.
Poco después el hijo menor juntó todo lo que tenía y se fue a un país lejano; allí vivió desenfrenadamente y derrochó su herencia.|Aça' jxpa'gani maz enteçxáa txãa nçxi'k nuuçxsa' ney dukhni's jxuka pkhakhçxa jxu'j kiwen u'kh. Sa' kxteea' ewmée yũuna jxuka vxyu's psuwna pebak.
»Cuando lo había gastado todo, sobrevino una gran escasez en la región, y él comenzó a pasar necesidad.|Txã'wẽ vxyu's psuwna pebaaçpkaçxha', wẽjẽ en pa'kh txãa kiwete. Aça' txãa piçtakxa' wẽeya' yajkxku.
Así que fue y consiguió empleo con un ciudadano de aquel país, quien lo mandó a sus campos a cuidar cerdos.|Sa' kxsũ mjĩi pakweya' u'kh teeçx piçthẽ'j tasxte. Aça' txãa piçthẽ'j yu' kuçxi sã'jĩya'k kaah txajx tulte.
Tanta hambre tenía que hubiera querido llenarse el estómago con la comida que daban a los cerdos, pero aun así nadie le daba nada.|Txajũ' txãa piçtakxa' wẽeçxa kuçxi ũ'pusnawa ũ' wẽek. Nawa txã'wẽsaçxáa yuhnawa puuçmeeta' txãa piçtakxa's.
